#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_38_length_5248_cov_11.476274_component_0	3519	4298	(AGly)AadA2	1-780/780	===============	0/0	100.00	99.87	argannot	X68227:66-945	(AGly)AadA2
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_38_length_5248_cov_11.476274_component_0	4718	5215	(Tmt)DfrA12	1-498/498	===============	0/0	100.00	100.00	argannot	Z21672:310-807	(Tmt)DfrA12
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_41_length_4542_cov_28.077237_component_0	4416	4522	(Phe)CatB4	443-549/549	............===	0/0	19.49	99.06	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_42_length_4093_cov_27.128845_component_0	21	127	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_42_length_4093_cov_27.128845_component_0	948	1627	(Flq)QnrB1	1-681/681	========/======	1/1	99.85	99.85	argannot	DQ351241:1-681	(Flq)QnrB1
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_44_length_3919_cov_26.349156_component_0	53	159	(Phe)CatB4	443-549/549	............===	0/0	19.49	99.06	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_45_length_3486_cov_12.316463_component_0	2385	3290	(MLS)MphA	1-906/906	===============	0/0	100.00	100.00	argannot	DQ445270:1626-2531	(MLS)MphA
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_45_length_3486_cov_12.316463_component_0	3360	3466	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_46_length_3354_cov_17.919120_component_0	1723	2628	(MLS)Erm42	1-906/906	===============	0/0	100.00	99.67	argannot	FR734406:1-906	(MLS)Erm42
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_46_length_3354_cov_17.919120_component_0	3227	3334	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_47_length_3328_cov_31.006248_component_0	3202	3309	(Phe)CatB4	442-549/549	............===	0/0	19.67	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_51_length_2468_cov_27.422896_component_0	826	2010	(Tet)TetD	1-1185/1185	===============	0/0	100.00	100.00	argannot	AB089602:1521-2705	(Tet)TetD
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_52_length_2260_cov_69.304735_component_0	326	1165	(Bla)OXA-9	1-840/840	===============	0/0	100.00	100.00	argannot	NC_015515:451-1290	(Bla)OXA-9
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_52_length_2260_cov_69.304735_component_0	1210	2011	(AGly)AadA1-pm	27-831/831	========/======	1/3	96.51	99.38	argannot	JQ690540:7968-8798	(AGly)AadA1-pm
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_52_length_2260_cov_69.304735_component_0	2068	2260	(AGly)Aac6-Ib	414-606/606	..........=====	0/0	31.85	100.00	argannot	M21682:380-985	(AGly)Aac6-Ib
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_53_length_1859_cov_28.113741_component_0	1	193	(AGly/Flqn)Aac6Ib-cr	327-519/519	.........======	0/0	37.19	100.00	argannot	EF636461:1124-1642	(AGly/Flqn)Aac6Ib-cr
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_53_length_1859_cov_28.113741_component_0	324	1154	(Bla)OXA-1	1-831/831	===============	0/0	100.00	100.00	argannot	JQ682867:1-831	(Bla)OXA-1
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_53_length_1859_cov_28.113741_component_0	1292	1840	(Phe)CatB4	1-549/549	===============	0/0	100.00	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_54_length_1847_cov_90.911628_component_0	799	1674	(Bla)CTX-M-15	1-876/876	===============	0/0	100.00	100.00	argannot	JQ686199:261-1136	(Bla)CTX-M-15
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_66_length_1186_cov_24.341832_component_0	570	1043	(Tmt)DfrA14	1-474/474	===============	0/0	100.00	100.00	argannot	GU726917:72-545	(Tmt)DfrA14
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_66_length_1186_cov_24.341832_component_0	1060	1116	(AGly)Aac3-Ib	1-57/531	==.............	0/0	10.73	100.00	argannot	L06157:555-1085	(AGly)Aac3-Ib
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_68_length_1117_cov_157.155556_component_0	149	1009	(Bla)TEM-122	1-861/861	===============	0/0	100.00	99.88	argannot	AY307100:1-861	(Bla)TEM-122
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_79_length_681_cov_535.194946_component_0	607	681	(Phe)CatB4	475-549/549	............===	0/0	13.66	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_81_length_521_cov_79.421320_component_0	1	521	(AGly)Ant3''Ih-Aac6-IId	806-1326/1392	........=======	0/0	37.43	99.81	argannot	AF453998:3555-4946	(AGly)Ant3''Ih-Aac6-IId
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_84_length_311_cov_27.869565_component_0	1	128	(AGly)Ant3''Ih-Aac6-IId	805-932/1392	........===....	0/0	9.20	100.00	argannot	AF453998:3555-4946	(AGly)Ant3''Ih-Aac6-IId
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_84_length_311_cov_27.869565_component_0	187	293	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_86_length_254_cov_46.519685_component_0	1	146	(AGly)Aac6-Ib	1-146/606	====...........	0/0	24.09	100.00	argannot	M21682:380-985	(AGly)Aac6-Ib
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_88_length_253_cov_35.809524_component_0	20	126	(Phe)CatB4	443-549/549	............===	0/0	19.49	100.00	argannot	EU935739:59054-59602	(Phe)CatB4
/home/murilo/plasmids2/URO_353/contigs.fasta	NODE_88_length_253_cov_35.809524_component_0	124	234	(AGly)AadA1	679-792/792	......../....==	1/3	14.02	95.61	argannot	M95287:3320-4111	(AGly)AadA1
